object_id,mean_flux,std_flux,min_flux,max_flux,mean_flux_err,num_points,duration
braig_graw_bellas,0.19318202283132532,1.0396720420967611,-3.56358566,8.33275147,0.4863254030120482,166,1916.4121999999988
braig_loss_hal,0.8711978945762712,3.747638324977736,-2.58160005,32.55548406,0.6113658277401129,177,1872.5945999999967
bregedur_minai_aerlinn,-0.013265685109489046,2.620220213525425,-6.83146387,9.38473827,0.510705558759124,137,2310.058799999999
cabor_minas_Gonhir,-0.34691281898550724,1.7878887207323944,-4.46419058,3.42885406,0.5044949414492754,138,2615.112699999998
cair_erchion_ist,0.004586180661764702,1.2738898182847485,-5.66510066,4.31087806,0.4329704395588235,136,1809.7286999999997
calad_malad_faen,0.2017137325,0.666072882512256,-1.8331299,2.27568318,0.49690933479729726,148,2858.4095000000016
calad_morgul_nana,0.5101421338095238,1.4487572078671502,-2.011073,6.75700935,0.3982156527619048,105,1573.4084999999977
callon_nagol_elvellon,0.3898692745731707,1.3385280232638441,-3.03912769,5.95507633,0.4878556696951219,164,2144.4239000000016
cenedril_thavron_salph,0.6237862507272727,0.6469241734212013,-2.27509733,2.22119746,0.4379302954545455,110,1532.0987999999998
corch_cabor_sirion,-2.664559278313253,4.256497226733128,-14.20564269,3.7472768,0.5191457646987953,166,2037.8488999999972
corch_roch_gellui,1.3026376895862068,0.913708369622365,-2.5197133,3.52024407,0.4199780514482759,145,2303.279699999999
corf_archam_haudh,1.2888263556862745,3.151254950141968,-3.97486064,11.0295317,0.39117210421568627,102,1177.4581000000035
daen_gwaloth_galas,0.5260589140196078,1.411084170107063,-2.89473757,5.286319,0.5159751815686274,102,1492.6361000000034
dannas_glandagol_maethor,0.2018798570625,0.6981754254078406,-2.61432665,2.88390002,0.4217528615,160,2670.6637000000046
dirnaith_maecheneb_pilin,0.5460569722360249,1.1037116445611828,-2.75790109,4.16999299,0.5799277569565218,161,2660.680800000002
drego_hervess_erchion,8.05031432413223,5.076081357569484,-3.17464762,22.79934667,0.5006116919834711,121,3304.7428
drego_luin_tinnu,0.3822124434482759,1.266150842990609,-2.76456629,7.02864949,0.43110714045977006,174,2075.568100000004
dunadan_naer_faradrim,0.48373393934131736,0.9159072722783294,-2.44864635,5.15643244,0.49665709221556886,167,2628.8462
eglan_badhor_galas,0.36277426557471265,1.0549920559824846,-2.34703495,3.92097296,0.4173178571264368,174,2715.8411999999953
eilian_daen_lebed,0.26444960082758623,1.173506508206723,-4.20950075,2.76959245,0.4689632093793103,145,2692.217000000004
eirien_hub_bass,-0.9681385737912088,2.188591820904693,-5.09546425,2.84410913,0.4220074506593407,182,3350.896999999997
eirien_uan_Mirion,0.5685719733018868,1.8608958833594693,-7.26705269,9.76692894,0.5723544265094339,106,2650.206699999995
elu_muinthel_navaer,0.12955808131736526,1.419104826954742,-3.87090617,4.97018088,0.48913178802395213,167,2566.2693
ennorath_espalass_Druadan,0.444340981595092,1.3491323541279596,-2.23327775,6.46153643,0.4481566379141104,163,2306.0345000000016
ennorath_tavor_mithril,0.5467585875581396,1.7354103845538935,-1.65614905,8.34314143,0.43212229959302323,172,2311.7321999999986
eryn_ris_laug,0.5721717173825503,0.7652428963140415,-4.70705211,3.61466988,0.4501661628187919,149,2897.5861000000004
faen_galadh_celon,0.2276353605357143,1.5079518563007484,-3.60149808,10.93824425,0.4982876600595238,168,2402.5026
fast_lobor_lacha,0.5703238416049382,0.9819653211419122,-1.54839591,3.77432838,0.47087046567901236,81,1191.9516000000003
faun_sammar_ist,0.416318562460733,0.8728429468999966,-3.37870474,4.40471553,0.45094641643979055,191,3308.733
fern_amdir_ingem,0.49320389807017545,0.6131691632405132,-1.42434925,2.19886076,0.4384308264035088,114,1859.1277000000046
galad_emel_iar,0.45399507165644176,1.022978177710059,-2.42769069,7.43400066,0.419255143006135,163,3038.1536999999953
galad_malad_gwend,1.0011098964233578,1.2807688808080464,-2.07111692,4.60086104,0.43802506474452557,137,2253.981200000002
galenas_gaw_tobas,0.10888844533898305,0.8111482324138989,-3.64866067,4.88070565,0.42346875765536723,1062,2032.8930000000037
gas_tavor_Sindarin,0.44344382472727273,0.8248883085737434,-2.14829919,4.26062156,0.48958948212121206,165,2463.4797999999937
gaur_ang_rhovan,0.2607061647333333,0.9017858272975164,-4.11747041,3.69041987,0.4175341619333333,150,1934.6500000000015
glae_pennas_ninglor,0.8259876207407407,1.3394950057279855,-1.91661811,5.78654082,0.4811433446296296,108,2267.1025999999983
glamog_ang_maecheneb,-0.07408514314516128,0.962841485777721,-2.58887525,2.50076709,0.45409292870967743,124,916.3453999999983
glamor_erchion_faen,0.02108968796178344,0.778695370664171,-3.90650872,2.43296328,0.390640171910828,157,2281.4951999999976
glaur_cabed_tavor,0.5277958957575758,0.8734493744740435,-2.69983869,4.08453162,0.4786599192929293,99,1472.2155000000057
gorn_aderthad_cabor,2.2203515652941177,2.2158328291186997,-3.56106758,9.68642892,0.5075568692156863,153,2348.6003999999957
guldur_anwar_aderthad,0.26763654847222224,1.4293212695938566,-2.19953635,4.99605704,0.3985429928472222,144,1943.8649000000005
guldur_hervenn_gil,0.45502006978873233,1.1624241455828777,-2.39210056,5.60363525,0.4771303776760563,142,2322.937899999997
gwael_heleg_nur,-0.19193334689189187,1.174278229990535,-4.74842636,3.04611425,0.5252241056081081,148,2237.5383999999976
gwarth_onodrim_anann,0.29055474444444446,0.8239180690663194,-0.97358896,4.56293434,0.39301378727272723,198,2297.2047999999995
gwend_faun_hand,0.5654098216326531,1.2328680446463254,-2.72857137,5.43613603,0.37817051183673467,98,919.9680000000008
gwilwileth_ah_graw,0.33946813192771086,1.2927203430535792,-1.51735777,6.76233815,0.4492785852409638,166,2331.779699999999
hal_aranarth_rhun,0.3483378540909091,0.9325611260700948,-3.6177029,3.56821753,0.4537042381060606,132,1248.0535999999993
hal_nestad_ingem,1.0123380753125,1.356992468304799,-1.78201793,4.87815748,0.2759628365625,32,2543.951399999998
haudh_melethron_amloth,1.9674418777987421,2.0548529528779476,-2.64912954,8.13255163,0.4986364964779874,159,2388.1381000000038
haust_anwar_heron,0.9141847066911765,2.3546024900812594,-2.60936186,13.10806643,0.4338562194117647,136,1911.3112000000037
helegnen_lachenn_aes,0.7290740498026316,1.9125033546063606,-5.26217347,8.21635538,0.49209212342105263,152,2196.8081999999995
heron_amloth_draug,2.0859759083536584,1.9837427538639634,-2.31269328,7.5698667,0.39082068128048786,164,2264.5827999999965
hervess_amdir_bregedur,0.3818393007486631,1.1225177167666738,-3.16690068,5.58895354,0.382836988342246,187,2334.6382999999987
honeg_laer_uanui,0.12138090942708334,0.7713788127055319,-2.05369623,3.04419471,0.37865695848958336,192,2291.821600000003
hub_rusc_braig,1.2536315348039215,2.3833344384789226,-2.8364143,8.57104922,0.3628678166666667,102,1085.982600000003
hul_firion_callon,2.310645204931507,5.250193185713649,-1.49777668,29.12461721,0.5156762437671233,146,1974.1140999999989
hun_bragol_draug,0.09211138108695652,1.0518875724328023,-3.2721422,3.50417771,0.48229164445652173,92,1290.8974000000017
imrad_amlug_aran,0.42489539918238994,1.2067440179953792,-2.05830569,5.45604719,0.46870706301886794,159,1920.0218000000023
imrath_haust_lain,0.5343653843529411,1.4303419371831296,-1.27974858,6.00091391,0.3743282897647059,85,1116.494700000003
ingem_per_lin,-0.12643559762820514,1.064650806679964,-3.12903393,3.09926256,0.3791778064102564,156,2178.239099999999
ingem_rust_pilin,0.37063478387559806,0.9773310912535601,-2.91677296,4.25123183,0.5204852785645933,209,1977.7307999999975
ira_haeron_panas,2.301916652857143,0.8826777146909455,-0.13984117,4.05792592,0.4663815320879121,91,2302.4054000000033
lachenn_guldur_Mithrim,1.2019753731481482,1.605444752378083,-1.86742973,4.75999605,0.4669466374074074,54,1854.3963999999978
lagor_adar_maethor,0.6052135290909091,1.4374796653785158,-3.69852774,6.56425597,0.4742729409090909,121,1552.1384000000035
lagor_rovalug_harad,1.1927741025490197,1.5957774969961591,-2.66915549,4.62407979,0.41622032862745095,153,2233.8346999999994
laug_riel_callon,0.24597033188235295,0.6296654102788174,-2.83730858,2.53579007,0.43974731052941174,170,3001.3796
lavan_magor_meldir,0.6021748417924528,0.7652409726429572,-2.22955031,1.95228063,0.435356953490566,106,1346.1699000000008
lebed_cair_lavan,1.0855363975974026,1.6828631873354074,-2.61827689,5.20607433,0.404828104025974,154,3015.964500000002
lebed_law_elvellon,0.46227887259541983,1.1921896803698033,-2.46493083,4.92317451,0.5150782611450381,131,1783.373599999999
lebenedh_celon_peredhel,0.42704338709090905,0.6764721569174661,-1.54226312,4.14846335,0.5094883822424242,165,2232.1412999999957
lembas_corf_ylf,0.4401280715625,1.1574468131627498,-2.65778694,4.95273825,0.5131653368518518,160,2229.9948000000004
lin_graw_hend,0.47674375778571426,0.8339477765275968,-1.15993237,2.99081746,0.4259589107142857,140,2333.229800000001
lin_uir_uruk,1.313182551216216,4.25061142626507,-2.55559455,21.96755041,0.5392902612837838,148,2162.021999999997
lossen_loss_rust,0.23728594700680275,0.9933561578233893,-2.20703649,4.12937097,0.40028852394557823,147,1161.359900000003
luin_Eluwaith_thangail,0.24726885146341462,0.8556350512450323,-1.51450115,3.51969766,0.39939274689024395,164,2596.038099999998
luithien_honeg_rovalug,0.21455915284722224,0.6489093896251796,-1.46126268,3.52920541,0.41836503041666667,144,3400.6514000000025
lunt_lossen_gwathui,0.3732663270165746,0.8059749593790706,-1.75974276,3.35424351,0.45091404939226515,181,2132.200899999996
maecheneb_galadh_Tawarwaith,0.16403284480874317,0.87833063480257,-6.9325143,2.41792143,0.5567194421857924,183,1625.7189999999973
maecheneb_melethron_mir,0.7850865608843538,2.344282392467766,-1.91189272,11.99900454,0.45282140201342286,147,2229.172200000001
maen_agarwaen_fast,0.6337316792105263,0.9243197789936635,-2.1173065,4.1988512,0.40991049236842103,114,665.9809000000023
maethor_tinnu_saer,0.4879434313375796,1.6918334592036917,-2.80162595,9.87150386,0.48005995617834396,157,1844.9760000000024
malad_emel_loss,1.0065137819672132,2.3140454105946255,-6.65784875,6.47291975,0.5046125921311475,122,2163.4318000000058
melethril_gellui_tavor,0.3468612901604279,1.3548546982666196,-2.92581906,9.07681039,0.5047969885561497,187,1965.1837000000014
menel_aphadrim_aderthad,0.5650781885897436,0.8593630606607761,-2.57900847,3.46745712,0.5703738941025641,156,2596.847799999996
meril_pethron_onodrim,0.09823934470588234,0.7546649085928533,-3.10921706,2.61452064,0.40104238364705885,85,1497.4495000000024
min_forodrim_hal,0.63805074,0.9910537659200581,-1.20516374,3.89088914,0.43611255,97,2342.6690000000017
mindon_magol_gwend,0.3041270742465753,1.1796071099028,-2.92382199,4.03867925,0.42771472739726024,146,2325.425199999998
mithril_tachol_ang,0.5078426280141844,0.8235684935634471,-1.18688126,5.56588983,0.42813193276595746,141,1959.0555999999997
myril_Mithrim_gwanur,0.36654940802816904,1.3696682047926043,-3.29657488,5.74120789,0.5310091874647888,142,1836.2718999999997
myril_uir_lost,0.8206409193959731,3.0377945251265213,-2.31490975,16.15887797,0.451231496442953,149,2332.1512000000002
nath_lang_naer,1.1132446995973155,3.425478506697902,-2.33146057,17.98230616,0.4290651344966443,149,2624.110200000003
nestad_merilin_lain,0.6188018482481752,1.945862725616205,-1.52224364,8.85055165,0.42552435328467153,137,2451.4377999999997
nost_thangail_rhun,1.279575174076433,1.5847320678329129,-2.50620914,5.74620838,0.587703880955414,157,1986.6224000000002
nothrim_rhach_achas,0.3605842702040816,0.7001372113413283,-3.37555591,2.82196463,0.3834939537414966,147,2279.2214999999997
nur_Sindarin_lost,0.68501794,1.855104020912616,-2.63403507,6.34944102,0.37400676906976743,43,1953.8732999999993
pennas_achas_gwilwileth,0.28518178993377485,1.0016825707022372,-0.86145277,5.54554749,0.3521526433112583,151,2203.9297000000006
pennas_sirion_firiel,0.7892211236923077,1.4257889654370264,-2.13514569,4.18013544,0.5011701196923077,130,3202.9535000000033
pent_hador_fuin,0.5862969663225807,1.6420646443790088,-3.33105626,7.22848149,0.6239090280645161,155,2134.9804000000004
peredhel_idhren_lebdas,0.2899050618226601,0.9553243427078804,-1.83935833,5.29270837,0.37296326341463415,203,2701.508099999999
perian_ablad_faen,0.3308647393820225,0.8472329728635974,-4.01557299,4.19383938,0.40618868106741574,178,2546.1958000000013
pethron_lachenn_toll,0.5634843120192308,1.0892787359105323,-1.77521265,4.07170869,0.47985004875000004,104,1768.9752999999982
pilin_balrog_magor,0.9445811257419355,0.9315942093042779,-1.46607752,7.55641498,0.4627464056774193,155,2226.5023
rach_lass_tathar,0.4047209190728477,0.8422392924347296,-1.77203488,2.82882789,0.3666607371523179,151,2260.387999999999
raug_aran_eryn,0.05630916516853933,0.5560380717624028,-1.69301441,2.06945535,0.4223025920786517,178,2606.180699999997
rhovan_uruk_bragol,-1.7392948091803277,2.675519217550597,-7.86360792,2.49379971,0.47652471967213117,122,1900.1356000000014
rhun_mithril_baneth,0.21665689584158418,0.8989480510537169,-2.24038412,3.14115789,0.4151079488118812,101,1939.5607000000018
ris_manadh_cenedril,1.4755690733783784,3.9260836185060226,-1.47684848,19.49599478,0.4127948804054054,148,1592.6618999999992
rist_gwador_sammar,0.5282076461309524,0.9801474592240039,-1.80431997,7.62934118,0.4658831376785714,168,2709.403299999998
rodwen_elvellon_roch,0.18521261858633775,0.9147954134699856,-4.97915266,12.85492332,0.4211007835673624,1054,2960.6123000000007
rudh_fang_alagos,1.4334537947826087,2.055978421338998,-1.78041528,9.8338963,0.5657160329347826,92,1484.4270000000033
sador_heledir_gil,1.0073351233333334,1.2795848714951248,-1.37726917,4.24300952,0.35897159666666667,57,617.4887999999992
tachol_nana_pendrath,0.4529907994166667,0.9126860081182726,-3.7758117,2.99359579,0.39258577883333334,120,1619.6805000000022
tachol_saew_sammar,0.5951842870731707,1.295569003438994,-1.89162405,5.81769454,0.37261397406504065,123,1265.571100000001
tamin_imrad_salab,0.26909508278846156,0.8290902599198796,-3.26355859,2.23736858,0.4972880259615385,104,1311.815800000004
tang_lebenedh_rust,0.49382285756521743,1.1922763283982112,-1.62219432,9.4188144,0.4417369914782609,115,1833.9814999999944
tegilbor_luithien_glass,0.3297940336184211,1.0284080343263626,-1.03475905,4.76361822,0.3060821872368421,152,2249.2318000000014
thor_gwaloth_aegas,0.5699407365662651,0.9506233908258711,-1.1466948,3.62389608,0.40653404993975906,166,2165.413400000005
thor_mithril_tobas,0.34566949304635763,1.5382358391471747,-2.49763349,8.72365543,0.4750144562251655,151,2132.155000000006
tinnu_gellui_tathar,0.4596783470945946,1.002999421264863,-1.41968071,6.42846208,0.5138703321621622,148,2582.0800000000017
uir_heleg_corf,0.3749446470289855,1.4535760523980479,-5.33022884,7.36906534,0.4831817812318841,138,2916.1705999999976
uir_rhosc_law,0.3763073863953489,1.074021941146185,-2.77302761,5.08571375,0.4977856958139535,172,1936.1636999999973
uruk_in_pess,0.35235101391304346,1.0785615746507882,-2.89524843,2.87110506,0.5547814518012423,161,2699.8021999999983
ylf_alph_mindon,0.27569678940119763,1.083882471459918,-2.76839217,4.43261308,0.5532071629341317,167,1871.207699999999
